site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Pesosjarvi,7359179,3612303,01/11/1993,22.6,254,483,454,6.9,3,210,NA,0.7,8,7.2,110
Pesosjarvi,7359179,3612303,07/02/1994,22,254,483,454,6.6,4,220,NA,0,35,6.6,110
Pesosjarvi,7358526,3613306,16/06/1994,19.8,254,483,454,6,4,160,NA,12.9,7,7.1,70
Hietapuro,7012761,3687222,01/10/1995,21.4,254,483,454,6.8,5,200,NA,8.4,NA,6.24,125
Pesosjarvi,7358526,3613306,16/05/1995,17,254,483,454,5.4,3,190,NA,2,51,6.9,90
Pesosjarvi,7358526,3613306,09/07/1996,22.6,254,483,454,7,5,190,NA,14.9,0.5,7,90
Pesosjarvi,7358526,3613306,02/06/1997,21,254,483,454,6.7,3,180,NA,4,32,6.8,68
Pesosjarvi,7358526,3613306,20/10/1997,19.2,254,483,454,6.4,4,170,NA,0.5,8,7.3,90
Pesosjarvi,7358318,3612715,08/09/1997,18.8,254,483,454,5.9,3,210,NA,13.5,6,7.5,38
Hietapuro,7012761,3687222,10/11/1998,22.9,254,483,454,8.4,4,220,NA,0.4,17,6.66,138
Hietapuro,7012761,3687222,23/02/1999,24.8,254,483,454,8.3,5,230,NA,0.2,26,6.22,NA
Kelopuro,7011934,3686152,23/03/1999,29.4,254,483,454,9.3,7,280,NA,0.2,2.5,5.81,446
Kelopuro,7011934,3686152,08/04/1999,27.4,254,483,454,8.9,6,380,NA,1.8,170,5.65,221
Pesosjarvi,7358526,3613306,12/06/2000,22.3,254,483,454,6.8,4,180,NA,14.5,8,7.4,87
Pesosjarvi,7358526,3613306,18/09/2000,17.7,254,483,454,5.4,6,170,NA,8.8,2.5,7.3,130
Pesosjarvi,7358526,3613306,10/07/2001,18.8,254,483,454,5.8,17,220,NA,NA,2.5,7.6,420
Kelopuro,7011934,3686152,26/11/2002,35.5,254,483,454,10,7,280,NA,2.1,14,5.85,460
Pesosjarvi,7358526,3613306,17/07/2002,18.9,254,483,454,6.3,13,NA,270,17.5,3,7.4,180
Pesosjarvi,7359179,3612303,17/03/2003,21.1,254,483,454,6.7,5,NA,320,3,59,6.8,250
Hietapuro,7012761,3687222,27/01/2004,16.3,254,483,454,5.7,4,200,NA,0.2,21,6.45,85
Pesosjarvi,7358526,3613306,22/06/2004,18.04,254,483,454,5,6,NA,210,14.6,2.5,7.5,100
Hietapuro,7012761,3687222,20/06/2005,22.6,254,483,454,7,6,170,NA,17.6,2.5,6.42,170
Hietapuro,7012761,3687222,20/07/2005,20.1,254,483,454,6.5,7,200,NA,21.8,2.5,6.41,190
Hietapuro,7012761,3687222,27/09/2005,17.8,254,483,454,5.9,6,190,NA,10.6,2.5,6.46,190
Iso.Hietajarvi,7011912,3687071,11/10/2007,19.7,254,483,454,6.4,5,190,NA,8.4,6,6.89,180
Iso.Hietajarvi,7011912,3687071,22/03/2007,19,254,483,454,6.7,4,240,NA,2.1,49,6.28,120
Iso.Hietajarvi,7011912,3687071,13/02/2008,21.4,254,483,454,7.3,4,210,NA,1.2,27,6.5,110
Iso.Hietajarvi,7011912,3687071,13/02/2008,21.1,254,483,454,6.8,4,220,NA,2.1,35,6.31,130
Iso.Hietajarvi,7011912,3687071,08/04/2008,20.6,254,483,454,6.8,4,240,NA,3.2,75,6.21,130
Iso.Hietajarvi,7011912,3687071,06/11/2008,19.8,254,483,454,6.4,6,190,NA,3.1,10,6.4,NA
Iso.Hietajarvi,7011912,3687071,07/07/2008,17.9,254,483,454,6.1,6,210,NA,17,2.5,6.9,86
Hietapuro,7012761,3687222,11/08/2009,23.2,254,483,454,7.5,5,230,NA,19.5,2.5,6.24,210
Hietapuro,7012761,3687222,07/12/2009,19.9,254,483,454,6.6,1.5,160,NA,0.3,12,6.45,130
Iso.Hietajarvi,7011912,3687071,07/12/2009,20.5,254,483,454,6.7,4,190,NA,2,10,6.47,130
Iso.Hietajarvi,7011912,3687071,17/08/2009,18.9,254,483,454,6.4,8,210,NA,17.9,2.5,6.79,530
Hietapuro,7012761,3687222,11/05/2010,22.2,254,483,454,7.1,6,200,NA,7.4,24,6.22,290
Hietapuro,7012761,3687222,14/07/2010,21.6,254,483,454,6.7,6,220,NA,24.6,2.5,6.27,400
Hietapuro,7012761,3687222,22/04/2010,20.6,254,483,454,6.8,4,240,NA,3.6,66,6.12,100
Hietapuro,7012761,3687222,02/05/2012,21.9,254,483,454,6.9,5,NA,230,3,53,6.09,71
Hietapuro,7012761,3687222,02/04/2012,20.3,254,483,454,6.7,5,NA,210,0.2,26,6.32,130
Hietapuro,7012761,3687222,18/04/1991,16.5,254,475,447,5.8,5,394,NA,NA,NA,5.78,81
Hietapuro,7012761,3687222,17/05/1993,21.6,254,475,447,6.7,7,230,NA,14.3,NA,6.05,260
Pesosjarvi,7358526,3613306,13/12/1993,18,254,475,447,5.5,4,240,NA,0.1,10,7.4,78
Hietapuro,7012761,3687222,25/04/1994,20.8,254,475,447,6.8,6,320,NA,1.6,NA,5.84,187
Pesosjarvi,7358318,3612715,16/06/1994,19.7,254,475,447,6.2,6,280,NA,12.6,8,6.7,58
Pesosjarvi,7358526,3613306,30/10/1995,19.1,254,475,447,6.3,NA,200,NA,0.7,10,6.8,15
Hietapuro,7012761,3687222,13/11/1996,22.4,254,475,447,8.6,5,200,NA,1,NA,6.16,145
Hietapuro,7012761,3687222,01/10/1997,21.1,254,475,447,7.4,6,200,NA,8.3,2.5,6.38,130
Pesosjarvi,7358526,3613306,06/05/1997,18.7,254,475,447,5.7,4,190,NA,0.2,39,7,130
Pesosjarvi,7358318,3612715,06/05/1997,18.4,254,475,447,5.4,3,180,NA,1,33,7.3,24
Hietapuro,7012761,3687222,23/03/1999,25.5,254,475,447,7.7,5,240,NA,0.2,36,6.56,166
Pesosjarvi,7358526,3613306,01/06/1999,23.7,254,475,447,7,5,190,NA,6.1,25,6.7,110
Hietapuro,7012761,3687222,24/04/2001,25.7,254,475,447,8.4,5,250,NA,3.1,71,6.05,100
Pesosjarvi,7358526,3613306,15/05/2001,20.5,254,475,447,5.8,6,220,NA,5.7,32,7,93
Hietapuro,7012761,3687222,25/05/2004,21.6,254,475,447,7.4,7,190,NA,10.2,11,6.4,180
Iso.Hietajarvi,7011912,3687071,13/04/2005,22.7,254,475,447,6.6,5,310,NA,1.3,110,6.23,100
Iso.Hietajarvi,7011912,3687071,20/07/2005,19.4,254,475,447,6.2,6,190,NA,22.8,2.5,6.88,80
Hietapuro,7012761,3687222,10/10/2006,17.6,254,475,447,6.6,5,200,NA,9.4,8,6.33,150
Pesosjarvi,7358318,3612715,13/03/2006,21.59,254,475,447,5.9,4,NA,240,1.2,22,7.3,39
Iso.Hietajarvi,7011912,3687071,13/12/2007,20.5,254,475,447,6.3,4,220,NA,1.3,19,6.58,140
Iso.Hietajarvi,7011912,3687071,13/12/2007,19.8,254,475,447,6,4,230,NA,2.4,32,6.37,150
Iso.Hietajarvi,7011912,3687071,15/02/2007,19.4,254,475,447,6,6,260,NA,2.3,62,6.31,180
Iso.Hietajarvi,7011912,3687071,16/01/2007,18.5,254,475,447,6.1,5,220,NA,1.8,38,6.26,160
Iso.Hietajarvi,7011912,3687071,16/01/2007,17.9,254,475,447,6.1,4,230,NA,0.8,31,6.58,150
Iso.Hietajarvi,7011912,3687071,17/06/2008,20.1,254,475,447,6.1,6,210,NA,15.5,2.5,6.9,120
Iso.Hietajarvi,7011912,3687071,06/11/2008,19.8,254,475,447,6.4,6,190,NA,3.1,10,6.77,150
Iso.Hietajarvi,7011912,3687071,07/07/2008,18,254,475,447,5.8,5,200,NA,17,2.5,6.89,82
Hietapuro,7012761,3687222,14/05/2009,24.5,254,475,447,8.4,9,230,NA,7.1,34,6.37,260
Iso.Hietajarvi,7011912,3687071,17/08/2009,18.9,254,475,447,6.1,6,210,NA,17.9,2.5,6.79,140
Iso.Hietajarvi,7011912,3687071,17/08/2009,18.8,254,475,447,6,5,210,NA,18,7,6.74,140
Hietapuro,7012761,3687222,09/03/2010,21.5,254,475,447,6.9,3,190,NA,0.1,14,6.43,120
Hietapuro,7012761,3687222,27/10/2010,20.4,254,475,447,7.7,4,190,NA,1.7,2.5,6.48,160
Hietapuro,7012761,3687222,08/09/2010,17,254,475,447,6.2,6,180,NA,11.6,2.5,6.47,240
Hietapuro,7012761,3687222,02/05/2011,23.3,254,475,447,6.3,7,190,NA,3.7,30,6.29,370
Pesosjarvi,7358526,3613306,27/07/1992,20.8,254,467,439,6.5,5,180,NA,16.5,5,7.5,100
Iso.Hietajarvi,7011912,3687071,13/12/1993,16.9,254,467,439,4.9,4,200,NA,1.5,NA,6.6,160
Pesosjarvi,7359179,3612303,07/03/1994,21.4,254,467,439,6.4,4,210,NA,0.1,28,7.5,93
Pesosjarvi,7358526,3613306,27/05/1996,21.7,254,467,439,7,6,220,NA,3.2,48,6.9,140
Pesosjarvi,7358526,3613306,17/11/1997,19.2,254,467,439,5.9,4,170,NA,0.7,29,7.1,65
Hietapuro,7012761,3687222,21/01/1999,24.4,254,467,439,7.3,4,220,NA,0.6,20,6.34,178
Pesosjarvi,7358318,3612715,04/04/2000,18.2,254,467,439,5.2,4,190,NA,1.1,27,7.2,18
Hietapuro,7012761,3687222,16/12/2003,17.4,254,467,439,6.4,4,200,NA,0.1,22,6.35,78
Pesosjarvi,7358526,3613306,30/09/2004,16.63,254,467,439,NA,4,NA,210,7.9,2.5,7.4,47
Hietapuro,7012761,3687222,10/05/2005,22.9,254,467,439,7.8,8,190,NA,3.4,31,5.92,110
Hietapuro,7012761,3687222,10/10/2005,16.4,254,467,439,5.1,6,200,NA,9.4,2.5,6.5,190
Pesosjarvi,7358318,3612715,27/07/2005,19.49,254,467,439,6,4,NA,210,19.6,2.5,7.5,37
Hietapuro,7012761,3687222,17/05/2006,18.5,254,467,439,6.1,7,200,NA,6.7,18,6.3,190
Hietapuro,7012761,3687222,14/08/2007,21.7,254,467,439,7.1,5,190,NA,20.4,2.5,6.27,325
Iso.Hietajarvi,7011912,3687071,28/11/2007,20.6,254,467,439,6.7,4,210,NA,0.4,17,6.74,150
Iso.Hietajarvi,7011912,3687071,22/03/2007,18.3,254,467,439,6.4,4,250,NA,1.1,40,6.41,115
Iso.Hietajarvi,7011912,3687071,17/03/2008,21.4,254,467,439,6.8,4,310,NA,2.5,54,6.32,120
Iso.Hietajarvi,7011912,3687071,17/03/2008,21,254,467,439,6.7,4,230,NA,0.8,37,6.48,110
Iso.Hietajarvi,7011912,3687071,17/06/2008,20,254,467,439,6.2,7,170,NA,12.3,2.5,6.78,140
Iso.Hietajarvi,7011912,3687071,06/11/2008,19.8,254,467,439,6.5,6,200,NA,3.2,10,6.36,NA
Hietapuro,7012761,3687222,26/05/2010,20.3,254,467,439,6.7,5,170,NA,15.1,2.5,6.46,220
Hietapuro,7012761,3687222,28/04/2010,19.1,254,467,439,6.5,4,230,NA,4.1,57,6.22,96
Iso.Hietajarvi,7011912,3687071,21/06/2010,18.1,254,467,439,6.1,5,180,NA,15.1,2.5,6.85,170
Iso.Hietajarvi,7011912,3687071,21/06/2010,18,254,467,439,5.7,6,170,NA,14,2.5,6.76,180
Hietapuro,7012761,3687222,09/05/2012,20.4,254,467,439,6.5,5,NA,200,5.5,28,6.02,85
Pesosjarvi,7358526,3613306,24/08/1992,22.3,254,458,431,6.6,3,180,NA,10.9,2,7.4,72
Hietapuro,7012761,3687222,11/11/1993,18.6,254,458,431,5.7,6,200,NA,NA,NA,6.62,240
Hietapuro,7012761,3687222,13/12/1993,17.5,254,458,431,6.1,5,200,NA,0.5,NA,6.58,200
Pesosjarvi,7359179,3612303,20/09/1993,23.3,254,458,431,6.5,7,200,NA,3.8,7,7.4,190
Pesosjarvi,7359179,3612303,04/10/1993,22,254,458,431,6.6,5,200,NA,4.1,4,7.5,150
Pesosjarvi,7358318,3612715,06/09/1993,18.7,254,458,431,5.5,4,220,NA,9.5,9,7.3,35
Hietapuro,7012761,3687222,18/04/1994,19.3,254,458,431,6.2,6,350,NA,1.6,NA,6,125
Pesosjarvi,7359179,3612303,24/01/1994,20.9,254,458,431,5.9,3,180,NA,0.1,35,7.5,70
Pesosjarvi,7358526,3613306,08/05/1995,20,254,458,431,5.8,3,220,NA,2,49,7.1,140
Pesosjarvi,7358526,3613306,29/05/1995,20,254,458,431,6.1,5,180,NA,7.8,16,6.9,13
Pesosjarvi,7358318,3612715,09/07/1996,20.7,254,458,431,6.7,4,220,NA,15,0.5,6.7,41
Pesosjarvi,7358318,3612715,04/03/1996,18.1,254,458,431,5.3,3,210,NA,0.8,29,7.1,18
Pesosjarvi,7358318,3612715,08/09/1997,18.9,254,458,431,6.1,1,230,NA,12.8,5,7.5,40
Pesosjarvi,7358526,3613306,15/04/1997,18,254,458,431,5.4,3,190,NA,0,34,7.1,71
Pesosjarvi,7358318,3612715,08/12/1997,17.9,254,458,431,5.5,4,180,NA,2.7,10,7,33
Hietapuro,7012761,3687222,23/11/1998,24.4,254,458,431,7.6,5,220,NA,1.1,20,6.13,152
Hietapuro,7012761,3687222,07/12/1998,24.1,254,458,431,7.7,4,220,NA,0.2,25,6.1,171
Hietapuro,7012761,3687222,08/04/1999,24.7,254,458,431,7.3,5,320,NA,1.6,100,5.96,154
Hietapuro,7012761,3687222,24/10/2000,18.5,254,458,431,6.3,5,190,NA,5.3,7,6.3,137
Pesosjarvi,7358318,3612715,18/09/2000,17.1,254,458,431,5.3,5,190,NA,9.8,2.5,7.2,42
Hietapuro,7012761,3687222,09/04/2001,23.2,254,458,431,7.6,4,280,NA,1.6,74,6.2,120
Hietapuro,7012761,3687222,03/05/2001,21.6,254,458,431,7,7,220,NA,6.3,41,6.15,180
Hietapuro,7012761,3687222,06/11/2001,18.1,254,458,431,6.3,4,190,NA,0.3,9,6.45,110
Hietapuro,7012761,3687222,12/12/2001,14.6,254,458,431,4.3,4,180,NA,0.1,11,6.6,100
Pesosjarvi,7358318,3612715,20/03/2001,17.4,254,458,431,4.9,6,210,NA,0.8,23,7.1,21
Pesosjarvi,7358526,3613306,18/06/2002,16.6,254,458,431,7.6,12,230,NA,19.4,2.5,7.5,330
Hietapuro,7012761,3687222,08/03/2004,15.9,254,458,431,5.7,4,210,NA,0.2,22,6.3,81
Pesosjarvi,7358318,3612715,28/07/2004,16.99,254,458,431,5.9,5,NA,310,18.6,2.5,7.6,35
Iso.Hietajarvi,7011912,3687071,17/08/2005,18.1,254,458,431,5.8,8,210,NA,18.4,2.5,6.93,180
Pesosjarvi,7358526,3613306,16/05/2005,18.29,254,458,431,5.3,1.5,NA,230,3.4,37,6.9,68
Hietapuro,7012761,3687222,11/05/2006,19.7,254,458,431,6.7,5,190,NA,8.6,32,6.12,NA
Hietapuro,7012761,3687222,11/07/2006,16.8,254,458,431,5.3,7,220,NA,24.8,2.5,6.41,170
Iso.Hietajarvi,7011912,3687071,14/02/2006,17.4,254,458,431,5.6,5,210,NA,0.6,21,6.45,130
Iso.Hietajarvi,7011912,3687071,17/05/2006,16.7,254,458,431,8,7,210,NA,8.4,20,6.65,220
Iso.Hietajarvi,7011912,3687071,16/01/2007,17.8,254,458,431,6,5,220,NA,1.2,32,6.48,150
Hietapuro,7012761,3687222,07/07/2008,18.6,254,458,431,6,5,190,NA,16.2,2.5,6.53,150
Iso.Hietajarvi,7011912,3687071,13/02/2008,21.4,254,458,431,7,4,220,NA,3.1,53,6.22,160
Iso.Hietajarvi,7011912,3687071,17/06/2008,20,254,458,431,6.1,8,200,NA,13.5,2.5,6.82,140
Iso.Hietajarvi,7011912,3687071,07/07/2008,18.3,254,458,431,5.6,8,180,NA,14.9,2.5,6.51,170
Hietapuro,7012761,3687222,25/05/2009,21.7,254,458,431,6.5,8,230,NA,13.2,8,6.6,260
Hietapuro,7012761,3687222,19/05/2009,21.6,254,458,431,7.7,8,230,NA,10.8,23,6.46,250
Iso.Hietajarvi,7011912,3687071,22/07/2009,17.9,254,458,431,6.1,5,190,NA,18.3,2.5,6.85,100
Hietapuro,7012761,3687222,15/02/2010,21.1,254,458,431,7.2,4,190,NA,0.2,13,6.51,130
Iso.Hietajarvi,7011912,3687071,24/03/2010,20.2,254,458,431,6.4,3,190,NA,1.7,13,6.48,72
Iso.Hietajarvi,7011912,3687071,21/06/2010,18.9,254,458,431,5.8,5,190,NA,15,2.5,6.85,170
Iso.Hietajarvi,7011912,3687071,10/07/2012,18.2,254,458,431,5.9,5,NA,170,18.3,2.5,6.91,92
Hietapuro,7012761,3687222,26/11/1991,19.6,254,450,423,6.6,4,186,NA,1.1,NA,6.11,146
Pesosjarvi,7358526,3613306,01/06/1992,21.4,254,450,423,7.3,NA,170,NA,15,9,7.4,97
Hietapuro,7012761,3687222,11/05/1993,23.3,254,450,423,6.4,7,210,NA,6.4,NA,5.84,350
Hietapuro,7012761,3687222,22/11/1993,19.6,254,450,423,6.2,5,200,NA,NA,NA,6.46,220
Pesosjarvi,7358526,3613306,04/10/1993,17.9,254,450,423,5.3,4,160,NA,3.6,3,7.5,76
Hietapuro,7012761,3687222,13/12/1994,17.9,254,450,423,6,5,190,NA,0.3,NA,6.43,101
Pesosjarvi,7358318,3612715,12/06/1995,20.3,254,450,423,6.6,6,220,NA,14.5,1,7.1,65
Pesosjarvi,7358526,3613306,08/12/1997,19.1,254,450,423,5.9,10,180,NA,0.1,10,6.9,88
Pesosjarvi,7358526,3613306,08/09/1997,19,254,450,423,5.9,3,180,NA,12.8,3,7.3,110
Pesosjarvi,7358526,3613306,06/10/1997,19,254,450,423,5.5,4,220,NA,4.1,7,7.4,72
Pesosjarvi,7358318,3612715,08/12/1997,18.6,254,450,423,5.9,4,210,NA,1.2,7,7,29
Pesosjarvi,7358526,3613306,29/04/1997,18,254,450,423,5.4,3,210,NA,0,39,7.1,75
Pesosjarvi,7358526,3613306,09/02/1998,19.6,254,450,423,5.4,6,180,NA,0,21,7.1,270
Hietapuro,7012761,3687222,12/09/2000,21.1,254,450,423,6.9,5,180,NA,12.1,2.5,6.17,174
Hietapuro,7012761,3687222,06/09/2000,20.1,254,450,423,7,5,180,NA,12.9,2.5,6.17,156
Pesosjarvi,7358526,3613306,04/04/2000,18.2,254,450,423,5.2,5,190,NA,0.1,31,7.2,70
Pesosjarvi,7358318,3612715,10/07/2001,18.7,254,450,423,5.3,10,240,NA,19.1,2.5,7.7,47
Hietapuro,7012761,3687222,20/05/2003,19.7,254,450,423,6.9,7,190,NA,13.8,8,6.2,190
Hietapuro,7012761,3687222,13/05/2003,18.5,254,450,423,4.8,6,220,NA,7.5,30,6.05,170
Hietapuro,7012761,3687222,23/10/2003,11.7,254,450,423,6.5,5,220,NA,1.3,2.5,6.45,103.5
Hietapuro,7012761,3687222,06/04/2004,16.2,254,450,423,5.6,4,190,NA,0.4,27,6.3,74
Hietapuro,7012761,3687222,23/03/2004,15.9,254,450,423,5.1,3,200,NA,0.9,25,6.35,71
Iso.Hietajarvi,7011912,3687071,16/08/2004,20.3,254,450,423,6.7,6,200,NA,16.9,2.5,6.75,150
Iso.Hietajarvi,7011912,3687071,08/06/2004,18.1,254,450,423,7,7,180,NA,14.2,2.5,6.8,140
Iso.Hietajarvi,7011912,3687071,14/12/2006,15.7,254,450,423,5.6,5,280,NA,1.9,90,6.56,130
Iso.Hietajarvi,7011912,3687071,28/11/2007,20.7,254,450,423,6.4,5,200,NA,1.8,22,6.61,NA
Iso.Hietajarvi,7011912,3687071,10/09/2007,17.3,254,450,423,5.9,4,210,NA,11.7,2.5,6.85,190
Hietapuro,7012761,3687222,22/09/2009,20.7,254,450,423,6.6,5,180,NA,11.6,2.5,6.41,240
Hietapuro,7012761,3687222,10/11/2009,19.7,254,450,423,6.3,7,270,NA,0.9,2.5,6.55,140
Hietapuro,7012761,3687222,25/01/2010,21.2,254,450,423,7.1,5,200,NA,0.1,13,6.49,120
Hietapuro,7012761,3687222,05/05/2010,20.7,254,450,423,7.1,5,190,NA,3.6,25,6.19,130
Iso.Hietajarvi,7011912,3687071,19/05/2010,19.1,254,450,423,6,7,180,NA,15.6,2.5,6.72,310
Hietapuro,7012761,3687222,08/12/2011,19.7,254,450,423,6.4,3,210,NA,0.3,16,6.49,110
Hietapuro,7012761,3687222,07/09/2011,18.1,254,450,423,6.4,5,200,NA,14.9,2.5,6.41,220
Iso.Hietajarvi,7011912,3687071,20/06/2012,18.8,254,450,423,6.5,9,NA,200,17.8,2.5,6.91,130
Iso.Hietajarvi,7011912,3687071,20/06/2012,18.6,254,450,423,6,6,NA,190,17.8,2.5,6.91,130
Hietapuro,7012761,3687222,01/05/1991,20.1,254,442,415,6.8,5,299,NA,4.2,NA,5.81,91
Hietapuro,7012761,3687222,12/08/1991,12.2,254,442,415,7.1,4,188,NA,17.9,NA,6.32,186
Pesosjarvi,7358318,3612715,27/07/1992,20.2,254,442,415,6.4,6,240,NA,15.9,5,7.6,49
Pesosjarvi,7358318,3612715,05/07/1993,22.1,254,442,415,6.6,4,170,NA,14.8,7,7.8,51
Pesosjarvi,7358526,3613306,05/07/1993,21.7,254,442,415,6.7,4,170,NA,13.5,6,7.6,85
Pesosjarvi,7359179,3612303,06/09/1993,18.7,254,442,415,5.5,3,150,NA,7.3,8,7.2,95
Hietapuro,7012761,3687222,07/04/1994,19.4,254,442,415,6.1,6,200,NA,NA,NA,6.14,144
Hietapuro,7012761,3687222,10/01/1994,16.7,254,442,415,5.3,5,210,NA,0.2,NA,6.4,180
Pesosjarvi,7358526,3613306,07/03/1994,17.8,254,442,415,5.5,5,180,NA,0.1,9,7.5,66
Pesosjarvi,7358526,3613306,07/02/1994,17.5,254,442,415,5.4,3,180,NA,0,23,6.8,63
Pesosjarvi,7358526,3613306,12/12/1994,16,254,442,415,4.9,4,220,NA,0.2,12,7.2,71
Pesosjarvi,7358526,3613306,04/09/1995,17.1,254,442,415,5.2,4,180,NA,11.6,0.5,7.6,78
Pesosjarvi,7358526,3613306,06/02/1996,18.8,254,442,415,5.7,4,220,NA,0,20,7.2,78
Hietapuro,7012761,3687222,21/10/1997,23,254,442,415,7.8,5,180,NA,1.8,7,6.27,120
Pesosjarvi,7358318,3612715,08/09/1997,18.5,254,442,415,5.5,4,220,NA,6.6,38,6.8,58
Pesosjarvi,7358526,3613306,19/03/1997,18.3,254,442,415,5.7,4,190,NA,0.1,30,7.1,82
Pesosjarvi,7358318,3612715,08/12/1997,17.6,254,442,415,5.3,4,220,NA,3.8,31,6.8,52
Hietapuro,7012761,3687222,04/05/1998,24.4,254,442,415,8,5,240,NA,2.3,66,5.78,68
Pesosjarvi,7358318,3612715,05/05/1998,17.3,254,442,415,5.4,4,240,NA,3.2,53,6.9,27
Hietapuro,7012761,3687222,15/04/1999,23.6,254,442,415,7.4,6,330,NA,2.8,110,6.97,137
Pesosjarvi,7358526,3613306,02/08/1999,20.4,254,442,415,6.3,5,190,NA,16,2.5,7.2,130
Pesosjarvi,7358526,3613306,16/08/1999,19.9,254,442,415,6.2,5,180,NA,13.6,2.5,7.3,130
Hietapuro,7012761,3687222,15/11/2000,21.3,254,442,415,7.4,5,200,NA,2.2,14,6,145
Hietapuro,7012761,3687222,17/04/2001,19.3,254,442,415,6.6,4,290,NA,1.8,93,6.2,82
Pesosjarvi,7358526,3613306,20/03/2001,17.3,254,442,415,5.2,6,210,NA,0.1,29,7.2,93
Pesosjarvi,7358526,3613306,26/05/2004,18.91,254,442,415,5.7,5,NA,210,6,19,7,75
Hietapuro,7012761,3687222,14/09/2005,16.4,254,442,415,5.6,5,190,NA,9,2.5,6.34,220
Pesosjarvi,7358526,3613306,14/03/2005,17.61,254,442,415,5.2,3,NA,220,0.8,9,7.2,37
Iso.Hietajarvi,7011912,3687071,15/03/2006,16.8,254,442,415,5.6,4,210,NA,1.1,23,6.51,125
Iso.Hietajarvi,7011912,3687071,12/04/2006,16.4,254,442,415,5.6,5,270,NA,0.3,23,6.47,140
Iso.Hietajarvi,7011912,3687071,14/12/2006,15.8,254,442,415,5.4,5,220,NA,1.8,55,6.52,140
Iso.Hietajarvi,7011912,3687071,14/12/2006,15.8,254,442,415,5.5,5,220,NA,1.8,29,6.56,140
Iso.Hietajarvi,7011912,3687071,28/11/2007,20.7,254,442,415,6.5,4,200,NA,1,17,6.75,NA
Iso.Hietajarvi,7011912,3687071,23/08/2007,17.2,254,442,415,6,5,210,NA,20.4,2.5,6.84,78
Iso.Hietajarvi,7011912,3687071,22/07/2009,18.2,254,442,415,6,5,190,NA,18.3,2.5,6.85,100
Iso.Hietajarvi,7011912,3687071,07/12/2009,17.3,254,442,415,5.7,4,180,NA,1.5,6,6.7,110
Iso.Hietajarvi,7011912,3687071,19/05/2010,19.8,254,442,415,5.8,7,190,NA,11,10,6.43,360
Iso.Hietajarvi,7011912,3687071,10/07/2012,18.1,254,442,415,5.8,7,NA,170,19.6,2.5,6.92,86
Hietapuro,7012761,3687222,11/05/1992,21,254,433,407,5.7,8,232,NA,3.2,NA,5.75,88
Hietapuro,7012761,3687222,05/10/1992,19.8,254,433,407,6.53,4,194,NA,8.4,NA,6.4,117
Kelopuro,7011934,3686152,28/05/1992,41.8,254,433,407,14,7,238,NA,15.4,NA,4.97,141
Pesosjarvi,7358526,3613306,01/11/1993,18.3,254,433,407,5.8,3,180,NA,0.3,13,7.2,68
Pesosjarvi,7359179,3612303,24/05/1994,19.5,254,433,407,5.9,4,180,NA,3.4,23,6.6,76
Pesosjarvi,7358318,3612715,07/03/1994,18.1,254,433,407,5.3,3,170,NA,2.5,31,7.5,15
Pesosjarvi,7358526,3613306,12/06/1995,20.2,254,433,407,6.4,5,160,NA,13.8,1,7.1,76
Pesosjarvi,7358526,3613306,03/07/1995,19.1,254,433,407,5.8,5,170,NA,15.1,0.5,7.5,80
Hietapuro,7012761,3687222,28/05/1996,25,254,433,407,8.4,9,200,NA,NA,NA,6.28,NA
Hietapuro,7012761,3687222,16/07/1996,24,254,433,407,40,5,180,NA,16.6,NA,6.13,142
Pesosjarvi,7358526,3613306,20/05/1996,20.2,254,433,407,5.7,4,180,NA,2.3,59,7.1,90
Pesosjarvi,7358526,3613306,26/08/1996,19.9,254,433,407,6.1,4,170,NA,14,5,7.5,95
Pesosjarvi,7358526,3613306,22/04/1996,17.5,254,433,407,5.6,3,190,NA,NA,43,7,73
Hietapuro,7012761,3687222,27/10/1998,24.3,254,433,407,8.2,4,190,NA,4.3,11,6.06,138
Pesosjarvi,7358318,3612715,16/08/1999,19.8,254,433,407,6.3,4,210,NA,14.5,2.5,7.3,44
Hietapuro,7012761,3687222,05/06/2000,21.5,254,433,407,6.8,6,170,NA,13.6,2.5,6.27,135
Hietapuro,7012761,3687222,21/09/2000,16.4,254,433,407,5.4,6,180,NA,8.7,2.5,6.49,140
Pesosjarvi,7358526,3613306,25/09/2001,16.1,254,433,407,5.5,11,200,NA,7.2,2.5,7.5,370
Pesosjarvi,7358318,3612715,17/07/2002,15.6,254,433,407,5.1,NA,NA,320,18.9,1,7.6,35
Iso.Hietajarvi,7011912,3687071,16/12/2003,14.3,254,433,407,4.7,5,200,NA,1.3,15,6.65,68
Pesosjarvi,7358526,3613306,26/05/2003,17.7,254,433,407,5.9,5,NA,200,9.2,15,7,82
Iso.Hietajarvi,7011912,3687071,15/11/2005,15.2,254,433,407,4.8,7,180,NA,4.3,10,6.87,160
Iso.Hietajarvi,7011912,3687071,17/05/2006,16.9,254,433,407,5.4,9,220,NA,8.5,21,6.69,220
Iso.Hietajarvi,7011912,3687071,15/03/2006,16.3,254,433,407,5.5,6,220,NA,2.4,32,6.33,140
Iso.Hietajarvi,7011912,3687071,12/04/2006,15.7,254,433,407,5.3,4,210,NA,2.4,38,6.23,NA
