site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Valkea-Kotinen,6793840,3396364,19/03/1997,79.9,254,1500,1410,23,10,610,NA,0.3,68,4.5,320
Valkea-Kotinen,6793840,3396364,20/05/1997,78,254,1500,1410,22,15,500,NA,6.4,8,4.4,260
Valkea-Kotinen,6793840,3396364,15/12/1997,68.6,254,1500,1410,22,11,540,NA,0.1,30,4.5,283
Musta-Kotinen,6795114,3395221,13/05/1998,84.9,254,1500,1410,25,13,450,NA,7.2,6,4.6,387
Valkea-Kotinen,6793840,3396364,17/11/1998,83.3,254,1500,1410,24,13,600,NA,0.9,38,4.8,390
Valkea-Kotinen,6793840,3396364,27/05/1998,82.8,254,1500,1410,25,19,550,NA,6.9,9,4.5,288
Valkea-Kotinen,6793840,3396364,15/12/1998,82.3,254,1500,1410,22,12,590,NA,0.2,40,4.8,380
Valkea-Kotinen,6793840,3396364,11/12/2001,78.8,254,1500,1410,24,10,600,NA,0.4,37,4.9,320
Valkea-Kotinen,6793840,3396364,16/12/2002,80.1,254,1500,1410,22,11,640,NA,0.1,9,4.7,360
Valkea-Kotinen,6793840,3396364,13/03/2002,78.5,254,1500,1410,22,10,600,NA,0.3,49,4.8,360
Kelopuro,7011934,3686152,06/11/2003,80,254,1500,1410,25,6,290,NA,4.5,12,4.95,520
Valkea-Kotinen,6793840,3396364,07/05/2003,74,254,1500,1410,24,14,480,NA,3,21,4.5,230
Kelopuro,7011934,3686152,16/08/2004,85.4,254,1500,1410,27,9,320,NA,14.9,2.5,4.75,655
Kelopuro,7011934,3686152,21/07/2004,84.5,254,1500,1410,27,8,290,NA,16.2,7,4.95,530
Pieni.Hietajarvi,7012111,3686181,16/08/2004,90.6,254,1500,1410,27,16,370,NA,15.3,2.5,5,740
Valkea-Kotinen,6793840,3396364,04/05/2004,88.6,254,1500,1410,25,17,490,NA,8.3,18,4.6,280
Valkea-Kotinen,6793953,3396309,30/11/2004,86.4,254,1500,1410,22,14,650,NA,0.6,37,5.4,410
Valkea-Kotinen,6793953,3396309,26/10/2004,84,254,1500,1410,23,6,560,NA,5.2,21,5.2,410
Valkea-Kotinen,6793840,3396364,30/03/2004,83.5,254,1500,1410,23,10,630,NA,0.3,49,4.8,310
Valkea-Kotinen,6793840,3396364,12/05/2004,82.8,254,1500,1410,22,17,500,NA,7.9,17,4.7,240
Valkea-Kotinen,6793953,3396309,13/04/2004,80.1,254,1500,1410,24,20,620,NA,0.5,76,5.1,350
Valkea-Kotinen,6793840,3396364,24/03/2004,79.1,254,1500,1410,22,11,630,NA,0.3,58,4.9,300
Valkea-Kotinen,6793840,3396364,03/02/2004,76.4,254,1500,1410,22,18,690,NA,0.1,54,4.9,300
Valkea-Kotinen,6793840,3396364,21/11/2005,91,254,1500,1410,25,15,570,NA,1.9,44,4.9,320
Kelopuro,7011934,3686152,22/11/2006,71,254,1500,1410,24,7,320,NA,3,2.5,5.23,560
Kelopuro,7011934,3686152,08/11/2006,64.7,254,1500,1410,24,5,320,NA,0.4,2.5,5.24,380
Valkea-Kotinen,6793840,3396364,19/12/2006,89.3,254,1500,1410,25,13,NA,610,1.1,34,4.6,280
Valkea-Kotinen,6793840,3396364,03/05/2006,85.8,254,1500,1410,24,19,NA,550,3.1,19,4.6,240
Valkea-Kotinen,6793840,3396364,06/11/2006,82.8,254,1500,1410,24,16,NA,610,1.2,22,4.7,270
Valkea-Kotinen,6793953,3396309,13/09/2006,70.6,254,1500,1410,22,20,NA,650,12.3,3,5.1,260
Kelopuro,7011934,3686152,09/10/2007,85.3,254,1500,1410,27,6,320,NA,9.8,2.5,4.86,500
Kelopuro,7011934,3686152,24/09/2007,81.7,254,1500,1410,26,6,270,NA,9.5,2.5,4.84,360
Valkea-Kotinen,6793840,3396364,24/10/2007,85.6,254,1500,1410,24,16,NA,560,3.9,6,4.8,340
Valkea-Kotinen,6793840,3396364,18/12/2007,85.1,254,1500,1410,24,17,NA,650,0.9,29,4.8,310
Valkea-Kotinen,6793840,3396364,13/03/2007,84.8,254,1500,1410,24,14,NA,750,0.4,46,4.9,360
Valkea-Kotinen,6793840,3396364,21/11/2007,83.8,254,1500,1410,23,17,NA,660,1.2,42,4.8,310
Valkea-Kotinen,6793840,3396364,25/11/2008,92.4,254,1500,1410,26,19,NA,610,1.5,23,4.8,350
Valkea-Kotinen,6793840,3396364,18/03/2008,87.9,254,1500,1410,24,15,NA,730,0.7,64,4.7,370
Valkea-Kotinen,6793953,3396309,03/12/2008,86.9,254,1500,1410,24,16,NA,580,1.2,40,5,360
Valkea-Kotinen,6793840,3396364,12/05/2008,83.9,254,1500,1410,23,23,NA,540,10.8,12,4.7,350
Valkea-Kotinen,6793840,3396364,16/09/2008,80.6,254,1500,1410,23,20,NA,500,7.9,3,4.9,310
Valkea-Kotinen,6793840,3396364,19/05/2009,92.8,254,1500,1410,26,22,NA,540,11.3,NA,4.7,310
Valkea-Kotinen,6793840,3396364,05/05/2009,92.1,254,1500,1410,26,21,NA,510,7,NA,4.7,355
Valkea-Kotinen,6793840,3396364,20/07/2009,88.2,254,1500,1410,25,25,NA,550,17.7,NA,4.7,305
Valkea-Kotinen,6793840,3396364,16/11/2009,85.4,254,1500,1410,24,15,NA,610,1.1,15,5.1,380
Valkea-Kotinen,6793840,3396364,08/12/2009,84.9,254,1500,1410,25,17,NA,570,1.3,24,5,375
Valkea-Kotinen,6793840,3396364,12/03/2009,84.2,254,1500,1410,23,17,NA,630,0.2,42,5,385
Kelopuro,7011934,3686152,07/11/2011,78.8,254,1500,1410,25,6,320,NA,4.1,7,5.16,540
Valkea-Kotinen,6793840,3396364,17/05/2011,82,254,1500,1410,22,17,NA,530,9,19,4.7,240
Valkea-Kotinen,6793840,3396364,09/05/2011,77.7,254,1500,1410,21,18,NA,560,9.6,11,4.6,265
Valkea-Kotinen,6793840,3396364,27/04/2011,65,254,1500,1410,24,13,NA,620,5,40,4.5,215
Kelopuro,7011934,3686152,10/07/2012,76.5,254,1500,1410,24,12,NA,340,16.7,2.5,5.16,490
Valkea-Kotinen,6793840,3396364,14/05/2012,91.4,254,1500,1410,28,22,NA,660,8.5,36,4.6,325
Valkea-Kotinen,6793840,3396364,07/05/2012,87,254,1500,1410,22,19,NA,690,5.3,35,4.7,350
Valkea-Kotinen,6793840,3396364,03/05/2012,84.7,254,1500,1410,25,15,NA,620,3,36,4.6,310
Valkea-Kotinen,6793840,3396364,30/10/1991,80.5,254,1492,1402,20,17,600,NA,3.8,NA,4.6,310
Musta-Kotinen,6795114,3395221,11/08/1993,90.4,254,1492,1402,26,20,510,NA,14.3,NA,4.8,670
Valkea-Kotinen,6793840,3396364,09/06/1994,75.5,254,1483,1394,22,12,430,NA,12,NA,4.6,238
Valkea-Kotinen,6793840,3396364,17/01/2001,76,254,1475,1387,24,10,590,NA,0.8,58,4.6,290
Valkea-Kotinen,6793953,3396309,11/04/2001,74,254,1475,1387,22,11,490,NA,0.7,52,4.7,340
Musta-Kotinen,6795114,3395221,27/11/1991,79.1,254,1458,1371,25,16,590,NA,4,NA,4.7,430
Kelopuro,7011934,3686152,01/10/1997,79.5,254,1458,1371,27,6,320,NA,7.5,8,5.21,374
Valkea-Kotinen,6793840,3396364,03/05/2000,69,254,1458,1371,21,14,450,NA,7.9,11,4.6,270
Valkea-Kotinen,6793840,3396364,19/05/1998,74,254,1450,1363,22,16,490,NA,NA,8,4.5,NA
Valkea-Kotinen,6793840,3396364,28/04/1992,83.3,254,1442,1355,27,10,610,NA,0.7,NA,4.4,290
Musta-Kotinen,6794633,3395707,06/07/1994,82.4,254,1433,1347,24,17,480,NA,19.4,NA,4.9,505
Musta-Kotinen,6795114,3395221,09/06/1994,82,254,1433,1347,25,12,380,NA,13.1,NA,4.8,426
Valkea-Kotinen,6793840,3396364,03/05/1994,73.9,254,1433,1347,22,18,560,NA,2.7,NA,4.5,342
Valkea-Kotinen,6793840,3396364,05/06/1991,81.1,254,1417,1332,29,17,520,NA,8.1,NA,4.6,290
Musta-Kotinen,6795114,3395221,19/05/1994,84.8,254,1417,1332,24,16,440,NA,7.7,NA,4.8,420
Musta-Kotinen,6794633,3395707,07/06/1995,78.9,254,1417,1332,21,22,510,NA,20,2,4.6,358
Musta-Kotinen,6794633,3395707,05/07/1995,78,254,1417,1332,21,20,500,NA,15.6,1,4.6,NA
Musta-Kotinen,6794633,3395707,10/05/1995,77.3,254,1417,1332,23,25,580,NA,5.6,32,4.6,426
Musta-Kotinen,6794633,3395707,22/03/1995,77,254,1417,1332,21,19,480,NA,1,55,4.6,474
Musta-Kotinen,6795114,3395221,10/05/1995,75.7,254,1417,1332,21,19,460,NA,4.2,32,4.6,364
Musta-Kotinen,6795114,3395221,22/03/1995,74.5,254,1417,1332,21,16,490,NA,0.1,57,4.8,423
Valkea-Kotinen,6793840,3396364,22/03/1995,70.1,254,1417,1332,22,10,540,NA,0.1,26,4.6,317
Valkea-Kotinen,6793840,3396364,28/03/1995,68.4,254,1417,1332,19,10,530,NA,0.5,25,4.7,316
Musta-Kotinen,6794633,3395707,11/07/1996,78,254,1417,1332,20,17,470,NA,15.2,12,4.5,396
Valkea-Kotinen,6793840,3396364,02/12/1996,71.8,254,1417,1332,21,13,570,NA,1.5,46,4.5,270
Musta-Kotinen,6794633,3395707,15/12/1997,79,254,1417,1332,22,12,450,NA,1.3,11,4.8,474
Valkea-Kotinen,6793840,3396364,01/04/1997,79.3,254,1417,1332,22,10,680,NA,0.3,74,4.6,330
Valkea-Kotinen,6793840,3396364,22/04/1997,74.7,254,1417,1332,21,11,550,NA,0.6,61,4.5,290
Valkea-Kotinen,6793840,3396364,13/05/1997,73.5,254,1417,1332,21,17,490,NA,7.6,8,4.4,270
Valkea-Kotinen,6793840,3396364,25/03/1997,72.2,254,1417,1332,20,10,650,NA,0.2,82,4.6,340
Valkea-Kotinen,6793840,3396364,27/05/1997,70.2,254,1417,1332,20,13,460,NA,7.5,10,4.5,280
Valkea-Kotinen,6793840,3396364,15/04/1997,69.8,254,1417,1332,19,12,590,NA,0.4,73,4.6,280
Musta-Kotinen,6794633,3395707,11/03/1998,80.6,254,1417,1332,22,12,470,NA,0.5,36,4.8,441
Valkea-Kotinen,6793840,3396364,15/06/1998,73.3,254,1417,1332,22,19,580,NA,15.9,14,4.6,250
Valkea-Kotinen,6793840,3396364,13/05/1998,70.9,254,1417,1332,23,34,NA,NA,9,15,4.5,260
Valkea-Kotinen,6793840,3396364,26/04/2000,72,254,1417,1332,20,12,520,NA,3.7,40,4.4,242
Valkea-Kotinen,6793840,3396364,07/06/2001,77,254,1417,1332,23,18,550,NA,12.2,35,4.6,260
Valkea-Kotinen,6793953,3396309,03/04/2002,75,254,1417,1332,22,10,620,NA,0.4,62,4.9,370
Kelopuro,7011934,3686152,10/06/2003,77.4,254,1417,1332,22,8,320,NA,13.8,11,5.05,370
Kelopuro,7011934,3686152,01/10/2003,73.2,254,1417,1332,26,11,360,NA,9.7,14,5.45,370
Pieni.Hietajarvi,7012111,3686181,12/10/2004,88.7,254,1417,1332,23,25,260,NA,6,2.5,5.55,2200
Valkea-Kotinen,6793953,3396309,18/11/2004,86,254,1417,1332,22,15,630,NA,1.1,31,5.4,420
Valkea-Kotinen,6793953,3396309,19/10/2004,83.2,254,1417,1332,23,14,520,NA,5.2,13,5.2,400
Valkea-Kotinen,6794148,3396198,31/08/2004,82.2,254,1417,1332,21,17,520,NA,15.4,1,5.2,310
Valkea-Kotinen,6793840,3396364,27/04/2004,82,254,1417,1332,24,14,500,NA,3.2,34,4.5,250
Valkea-Kotinen,6793953,3396309,12/10/2004,78.6,254,1417,1332,21,14,510,NA,3.7,11,5.2,420
Valkea-Kotinen,6794148,3396198,05/10/2004,77.2,254,1417,1332,20,14,500,NA,9.3,10,5.3,410
Valkea-Kotinen,6793840,3396364,16/03/2004,75.2,254,1417,1332,22,11,680,NA,0.2,65,5,330
Valkea-Kotinen,6793840,3396364,19/04/2005,81.8,254,1417,1332,23,14,430,NA,1.7,29,4.6,250
Valkea-Kotinen,6794148,3396198,15/03/2005,80.5,254,1417,1332,22,16,640,NA,1.5,55,5.3,370
Valkea-Kotinen,6793953,3396309,11/05/2005,80.4,254,1417,1332,22,17,510,NA,8.7,4,5.1,340
Valkea-Kotinen,6793953,3396309,16/06/2005,79.6,254,1417,1332,23,22,530,NA,15.7,1,5.1,270
Valkea-Kotinen,6793840,3396364,03/10/2005,75.1,254,1417,1332,21,22,490,NA,10.1,16,4.9,240
Valkea-Kotinen,6794148,3396198,12/07/2006,80.6,254,1417,1332,22,30,NA,940,5.5,2,5.6,NA
Valkea-Kotinen,6794148,3396198,17/08/2006,75.7,254,1417,1332,23,25,NA,830,6.2,2,5.7,NA
Kelopuro,7011934,3686152,14/08/2007,28.8,254,1417,1332,25,12,360,NA,17.2,2.5,5.37,845
Valkea-Kotinen,6793953,3396309,19/03/2007,83.3,254,1417,1332,23,15,NA,730,0.3,32,5.1,460
Valkea-Kotinen,6793953,3396309,28/03/2007,79.9,254,1417,1332,22,17,NA,630,1.5,48,4.9,330
Valkea-Kotinen,6793840,3396364,14/08/2007,77,254,1417,1332,22,29,NA,690,17.8,9,4.8,320
Valkea-Kotinen,6793953,3396309,31/01/2007,76.8,254,1417,1332,22,14,NA,730,0.4,50,5.1,350
Valkea-Kotinen,6793953,3396309,04/04/2007,75,254,1417,1332,21,18,NA,520,1.4,22,4.8,280
Valkea-Kotinen,6793840,3396364,25/03/2008,83.2,254,1417,1332,24,16,NA,680,0.3,75,4.8,370
Valkea-Kotinen,6794148,3396198,16/09/2008,79,254,1417,1332,24,26,NA,670,6.5,2,5.7,NA
Valkea-Kotinen,6794148,3396198,14/07/2008,78.2,254,1417,1332,23,27,NA,660,6.1,1,5.6,NA
Valkea-Kotinen,6793840,3396364,30/03/2009,84.6,254,1417,1332,24,18,NA,670,0.2,42,5,390
Valkea-Kotinen,6794148,3396198,10/06/2009,83.3,254,1417,1332,22,29,NA,720,5.3,NA,5.4,810
Valkea-Kotinen,6793840,3396364,23/03/2010,75,254,1417,1332,20,14,NA,730,0.2,29,5.7,370
Valkea-Kotinen,6793840,3396364,08/12/2010,69.7,254,1417,1332,20,13,NA,630,0.3,28,5.1,315
Valkea-Kotinen,6793840,3396364,04/05/2011,76.9,254,1417,1332,23,21,NA,520,6.1,9.7,4.9,265
Valkea-Kotinen,6793840,3396364,08/11/2011,68.4,254,1417,1332,21,13,NA,520,6.6,25,4.8,240
Kelopuro,7011934,3686152,12/09/2012,70.5,254,1417,1332,21,8,NA,300,12.2,2.5,5.28,480
Kelopuro,7011934,3686152,08/10/2012,70.1,254,1417,1332,23,7,NA,270,9,2.5,4.98,400
Pieni.Hietajarvi,7012111,3686181,08/10/2012,79.2,254,1417,1332,21,11,NA,290,8.5,2.5,5.75,1400
Pieni.Hietajarvi,7012111,3686181,08/10/2012,78.9,254,1417,1332,22,11,NA,290,8.6,2.5,5.8,1400
Valkea-Kotinen,6794148,3396198,12/12/2012,77.1,254,1417,1332,21,12,NA,600,0.4,33,5.2,360
Valkea-Kotinen,6793840,3396364,20/03/2012,76.5,254,1417,1332,22,14,NA,750,0.3,52,5,315
Valkea-Kotinen,6794148,3396198,12/12/2012,76.4,254,1417,1332,20,12,NA,600,0.4,31,5.3,350
Valkea-Kotinen,6793840,3396364,10/01/2012,75.5,254,1417,1332,22,14,NA,690,0.9,43,4.8,240
Valkea-Kotinen,6793840,3396364,05/03/2012,75.5,254,1417,1332,21,12,NA,670,0.3,50,4.9,260
Musta-Kotinen,6794633,3395707,20/12/1994,79.8,254,1408,1324,23,24,510,NA,2.5,NA,4.9,531
Musta-Kotinen,6795114,3395221,20/12/1994,78.7,254,1408,1324,23,15,480,NA,0.1,NA,4.8,499
Valkea-Kotinen,6793840,3396364,08/12/1992,77.1,254,1400,1316,25,11,700,NA,1,NA,4.4,300
Valkea-Kotinen,6793840,3396364,15/12/1993,71.8,254,1400,1316,22,14,530,NA,0.1,NA,4.9,410
Valkea-Kotinen,6793840,3396364,20/12/1994,71.2,254,1400,1316,23,11,510,NA,0.2,NA,4.6,324
Valkea-Kotinen,6793840,3396364,19/05/1994,74.5,254,1392,1308,24,14,450,NA,7.1,NA,4.5,261
Valkea-Kotinen,6793840,3396364,19/01/1995,70.3,254,1392,1308,24,10,560,NA,0.1,NA,4.6,320
Musta-Kotinen,6794633,3395707,06/05/1992,79.7,254,1383,1300,22,17,460,NA,3.6,NA,NA,400
Valkea-Kotinen,6793840,3396364,28/03/2001,67,254,1383,1300,18,12,620,NA,0.3,86,4.7,300
Kelopuro,7011934,3686152,01/10/2002,69.8,254,1383,1300,24,11,450,NA,7.7,12,5.3,280
Valkea-Kotinen,6793840,3396364,06/05/1992,76,254,1375,1293,24,15,550,NA,3.2,NA,4.5,280
Valkea-Kotinen,6793953,3396309,03/04/2001,64,254,1367,1285,19,11,700,NA,4,130,4.9,340
Valkea-Kotinen,6793840,3396364,19/04/1994,68.4,254,1358,1277,20,13,600,NA,1.5,NA,4.6,381
Musta-Kotinen,6794633,3395707,17/03/1993,80.1,254,1350,1269,24,18,610,NA,0.6,NA,4.6,540
Valkea-Kotinen,6793953,3396309,24/04/2001,69,254,1350,1269,21,11,440,NA,2.7,7,4.6,280
Valkea-Kotinen,6793840,3396364,18/03/1992,73.8,254,1342,1261,24,9,610,NA,0.3,NA,4.5,300
Valkea-Kotinen,6793840,3396364,14/02/1995,64.9,254,1342,1261,20,9,490,NA,0.3,NA,4.8,321
Kelopuro,7011934,3686152,01/05/2003,67.7,254,1342,1261,23,8,280,NA,1.6,14,4.55,260
Musta-Kotinen,6794633,3395707,04/08/1994,75.7,254,1333,1253,22,15,500,NA,22,NA,5,523
Musta-Kotinen,6795114,3395221,07/06/1995,81.7,254,1333,1253,21,18,470,NA,18,18,4.6,455
Valkea-Kotinen,6793840,3396364,11/04/1995,69,254,1333,1253,20,11,560,NA,0.5,29,4.7,336
Valkea-Kotinen,6793840,3396364,10/05/1995,68.7,254,1333,1253,21,18,550,NA,5.4,25,4.5,320
Valkea-Kotinen,6793840,3396364,02/05/1995,62.8,254,1333,1253,18,10,490,NA,2.1,70,4.3,221
Valkea-Kotinen,6793840,3396364,12/12/1995,62.3,254,1333,1253,18,10,540,NA,0.5,41,4.6,225
Musta-Kotinen,6795114,3395221,14/05/1996,74.1,254,1333,1253,19,18,470,NA,11.6,28,4.6,358
Musta-Kotinen,6794633,3395707,14/05/1996,73.5,254,1333,1253,19,22,520,NA,11.8,23,4.6,403
Musta-Kotinen,6794633,3395707,12/06/1996,72.5,254,1333,1253,20,19,520,NA,17.9,1,4.7,369
Valkea-Kotinen,6793840,3396364,07/05/1996,70.4,254,1333,1253,21,16,620,NA,3,31,4.4,290
Valkea-Kotinen,6793840,3396364,14/05/1996,70.1,254,1333,1253,19,20,570,NA,11.7,33,4.4,260
Valkea-Kotinen,6793840,3396364,22/05/1996,69.3,254,1333,1253,20,12,490,NA,8.7,27,4.4,258
Valkea-Kotinen,6793840,3396364,12/06/1996,68.1,254,1333,1253,20,18,530,NA,15.5,12,4.5,279
Musta-Kotinen,6794633,3395707,17/07/1997,76.4,254,1333,1253,22,19,480,NA,19.6,1,4.9,420
Musta-Kotinen,6795114,3395221,17/07/1997,74.1,254,1333,1253,22,29,550,NA,11.8,40,4.7,660
Musta-Kotinen,6795114,3395221,11/03/1998,80.7,254,1333,1253,23,12,490,NA,0.1,47,4.8,437
Valkea-Kotinen,6793840,3396364,27/01/1998,78.6,254,1333,1253,26,11,540,NA,0.4,28,4.5,311
Valkea-Kotinen,6793840,3396364,14/04/1998,61.8,254,1333,1253,19,13,550,NA,0.2,54,4.8,342
Valkea-Kotinen,6793840,3396364,05/05/1999,76.4,254,1333,1253,23,18,540,NA,5.3,31,4.7,340
Valkea-Kotinen,6793840,3396364,07/06/1999,75.9,254,1333,1253,22,18,540,NA,12.9,23,4.7,302
Valkea-Kotinen,6793840,3396364,28/04/1999,71.2,254,1333,1253,20,14,510,NA,4,39,4.5,250
Valkea-Kotinen,6793840,3396364,25/01/2000,71,254,1333,1253,21,11,630,NA,0.1,66,4.5,245
Valkea-Kotinen,6793840,3396364,05/04/2000,69,254,1333,1253,21,11,580,NA,0.1,120,4.6,273
Valkea-Kotinen,6793953,3396309,14/04/2000,65,254,1333,1253,19,10,540,NA,0.9,77,4.8,347
Valkea-Kotinen,6793840,3396364,09/07/2001,73,254,1333,1253,20,27,630,NA,20.3,26,4.8,330
Valkea-Kotinen,6793840,3396364,18/06/2002,76.6,254,1333,1253,22,22,530,NA,15,38,4.7,370
Valkea-Kotinen,6793953,3396309,10/04/2002,72.6,254,1333,1253,20,11,560,NA,0.7,51,4.9,420
Valkea-Kotinen,6793953,3396309,20/03/2002,68.5,254,1333,1253,19,9,650,NA,0.2,39,5.1,400
Pieni.Hietajarvi,7012111,3686181,12/11/2003,79,254,1333,1253,20,17,290,NA,2.7,14,5.9,1700
Valkea-Kotinen,6793953,3396309,16/12/2003,70,254,1333,1253,18,14,700,NA,0.3,42,5.3,320
Valkea-Kotinen,6793840,3396364,17/06/2003,67.3,254,1333,1253,19,11,450,NA,12.2,17,4.7,190
Valkea-Kotinen,6793840,3396364,29/04/2003,66.1,254,1333,1253,21,16,480,NA,1,31,4.7,300
Kelopuro,7011934,3686152,20/04/2004,63,254,1333,1253,22,7,340,NA,1.5,62,5,450
Kelopuro,7011934,3686152,28/09/2004,54.2,254,1333,1253,24,7,270,NA,10.6,2.5,4.6,260
Pieni.Hietajarvi,7012111,3686181,12/10/2004,88.9,254,1333,1253,23,26,270,NA,6,2.5,5.55,2350
Pieni.Hietajarvi,7012111,3686181,23/03/2004,75.3,254,1333,1253,23,14,330,NA,3.5,80,5.6,1450
Valkea-Kotinen,6793953,3396309,02/11/2004,80.9,254,1333,1253,21,14,580,NA,2.1,22,5.3,390
Valkea-Kotinen,6794148,3396198,15/12/2004,78.1,254,1333,1253,20,11,580,NA,2.3,35,5.4,380
Valkea-Kotinen,6793840,3396364,03/03/2004,71.5,254,1333,1253,21,11,650,NA,0.1,58,5,280
Valkea-Kotinen,6793953,3396309,12/01/2004,68.3,254,1333,1253,19,12,640,NA,0.2,55,5.2,320
Valkea-Kotinen,6793953,3396309,03/02/2004,67.3,254,1333,1253,19,12,710,NA,0.1,43,5.2,340
Kelopuro,7011934,3686152,01/12/2005,65.3,254,1333,1253,21,4,270,NA,3.1,2.5,5.3,410
Valkea-Kotinen,6793953,3396309,15/12/2005,79.7,254,1333,1253,21,14,650,NA,0.5,36,5.3,350
Valkea-Kotinen,6793953,3396309,03/05/2005,78.8,254,1333,1253,21,20,500,NA,6.7,16,5.1,360
Pieni.Hietajarvi,7012111,3686181,14/12/2006,70.8,254,1333,1253,21,12,340,NA,2.6,7,5.61,1400
Pieni.Hietajarvi,7012111,3686181,14/12/2006,70.3,254,1333,1253,21,12,350,NA,2.6,12,5.72,1350
Pieni.Hietajarvi,7012111,3686181,14/12/2006,70.3,254,1333,1253,21,12,340,NA,2.6,7,5.7,1400
Valkea-Kotinen,6794148,3396198,17/05/2006,87.7,254,1333,1253,22,34,NA,990,4.4,1,5.4,870
Valkea-Kotinen,6794148,3396198,15/03/2006,82.3,254,1333,1253,22,58,NA,940,4.5,5,5.4,NA
Valkea-Kotinen,6794148,3396198,13/09/2006,81.8,254,1333,1253,22,23,NA,1000,6.8,2,5.8,NA
Valkea-Kotinen,6794148,3396198,27/07/2006,80.8,254,1333,1253,21,28,NA,910,5.6,2,5.7,NA
Valkea-Kotinen,6794148,3396198,14/06/2006,80.5,254,1333,1253,20,29,NA,890,5.1,1,5.4,NA
Valkea-Kotinen,6794148,3396198,17/08/2006,76,254,1333,1253,20,22,NA,580,9.3,2,5.3,NA
Valkea-Kotinen,6793840,3396364,14/06/2006,75.1,254,1333,1253,21,21,NA,560,16.2,24,4.8,210
Valkea-Kotinen,6794148,3396198,27/07/2006,73.1,254,1333,1253,18,22,NA,550,9.9,2,5.2,NA
Valkea-Kotinen,6794148,3396198,12/07/2006,72.2,254,1333,1253,19,19,NA,520,8.6,2,5.3,NA
Valkea-Kotinen,6793953,3396309,17/08/2006,62.9,254,1333,1253,20,24,NA,670,15.3,13,5.1,350
Kelopuro,7011934,3686152,23/10/2007,76.9,254,1333,1253,25,5,290,NA,4.2,2.5,5.19,470
Pieni.Hietajarvi,7012111,3686181,11/10/2007,85.6,254,1333,1253,22,22,310,NA,6.8,2.5,5.91,1800
Pieni.Hietajarvi,7012111,3686181,11/10/2007,82.4,254,1333,1253,21,11,320,NA,8.1,2.5,5.8,1300
Pieni.Hietajarvi,7012111,3686181,13/12/2007,81.8,254,1333,1253,20,12,340,NA,3.3,2.5,5.78,1400
Pieni.Hietajarvi,7012111,3686181,11/10/2007,81.6,254,1333,1253,22,12,310,NA,8.1,2.5,5.71,1250
Pieni.Hietajarvi,7012111,3686181,13/12/2007,80.3,254,1333,1253,20,9,310,NA,1.8,2.5,5.56,1150
Pieni.Hietajarvi,7012111,3686181,13/12/2007,77.7,254,1333,1253,19,11,330,NA,3.6,8,5.75,1400
Pieni.Hietajarvi,7012111,3686181,15/02/2007,71.6,254,1333,1253,22,10,350,NA,0.6,2.5,5.57,1050
Pieni.Hietajarvi,7012111,3686181,15/02/2007,71.6,254,1333,1253,20,11,350,NA,2.5,7,5.55,1200
Pieni.Hietajarvi,7012111,3686181,16/01/2007,70.4,254,1333,1253,23,10,310,NA,2.5,5,5.47,1300
Pieni.Hietajarvi,7012111,3686181,16/01/2007,70,254,1333,1253,22,8,300,NA,1.4,2.5,5.27,930
Pieni.Hietajarvi,7012111,3686181,15/02/2007,70,254,1333,1253,20,13,360,NA,2.8,10,5.62,1400
Pieni.Hietajarvi,7012111,3686181,16/01/2007,69.4,254,1333,1253,21,10,320,NA,2.2,2.5,5.58,1300
Valkea-Kotinen,6793953,3396309,09/01/2007,77.7,254,1333,1253,22,13,NA,650,0.8,48,4.9,330
Valkea-Kotinen,6793953,3396309,13/03/2007,75.7,254,1333,1253,22,17,NA,690,0.2,49,5.1,420
Kelopuro,7011934,3686152,09/09/2008,67.6,254,1333,1253,21,6,280,NA,11.1,2.5,5.7,400
Pieni.Hietajarvi,7012111,3686181,09/01/2008,81.5,254,1333,1253,22,11,320,NA,3.6,15,5.72,1400
Pieni.Hietajarvi,7012111,3686181,09/01/2008,79.9,254,1333,1253,22,11,310,NA,3.7,17,5.76,1400
Pieni.Hietajarvi,7012111,3686181,06/11/2008,73.1,254,1333,1253,23,12,290,NA,3.6,2.5,5.79,NA
Pieni.Hietajarvi,7012111,3686181,11/12/2008,70.2,254,1333,1253,21,9,300,NA,2.8,2.5,5.56,870
Valkea-Kotinen,6794148,3396198,28/07/2008,80.4,254,1333,1253,22,25,NA,730,6.3,1,5.6,NA
Valkea-Kotinen,6794148,3396198,16/06/2008,80,254,1333,1253,21,29,NA,790,5.8,2,5.5,NA
Valkea-Kotinen,6794148,3396198,18/08/2008,79.5,254,1333,1253,20,29,NA,750,6.6,1,5.7,NA
Valkea-Kotinen,6793953,3396309,02/04/2008,72.8,254,1333,1253,20,15,NA,710,0.3,97,4.9,400
Pieni.Hietajarvi,7012111,3686181,17/08/2009,72.6,254,1333,1253,22,15,350,NA,16.4,2.5,5.75,690
Valkea-Kotinen,6794148,3396198,20/07/2009,78.5,254,1333,1253,23,28,NA,580,6.2,NA,5.6,850
Valkea-Kotinen,6794148,3396198,12/03/2009,76.2,254,1333,1253,21,23,NA,610,3.6,38,5.1,440
Kelopuro,7011934,3686152,09/11/2010,69.9,254,1333,1253,22,5,320,NA,3.4,5,5.35,440
